period_date,organization_id,metric_id,value,unit,method_version,description,status
2025-08-14,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-14,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-15,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-15,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-16,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-16,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-17,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-17,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-18,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-18,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-19,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-19,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-19,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-20,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-20,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-20,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-21,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,12,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-21,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-21,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-22,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,13,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-22,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-22,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-23,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,13,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-23,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-23,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-24,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,13,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-24,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-24,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-25,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,13,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-25,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-25,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-26,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,13,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-26,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-26,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-27,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,14,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-27,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-27,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-28,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-28,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,14,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-28,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-28,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-29,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-29,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,14,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-29,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-29,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-30,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-30,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,14,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-30,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-30,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-31,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-31,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,14,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-31,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-08-31,,clients_eligible_for_ipc,21,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-01,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,16,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-01,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-01,,clients_eligible_for_ipc,22,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-02,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-02,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-02,,clients_eligible_for_ipc,23,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-03,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-03,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,2,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-03,,clients_eligible_for_ipc,23,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-04,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-04,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-04,,clients_eligible_for_ipc,24,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-05,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-05,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-05,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-06,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-06,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-06,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-07,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-07,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-07,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-08,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-08,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-08,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-08,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-09,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-09,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-09,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-09,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-10,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-10,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-10,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-10,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-11,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-11,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-11,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-11,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-12,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-12,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-12,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-12,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-13,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-09-13,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
